"shapeid","x","y","label","scene" 
"1514","5700.0","-3900.0","not-cervo","DSC00142_est3"
"1515","6000.0","-3900.0","not-cervo","DSC00142_est3"
"1516","6300.0","-3900.0","not-cervo","DSC00142_est3"
"1517","6600.0","-3900.0","not-cervo","DSC00142_est3"
"1518","6900.0","-3900.0","not-cervo","DSC00142_est3"
"1519","7200.0","-3900.0","not-cervo","DSC00142_est3"
"1520","0.0","-4200.0","not-cervo","DSC00142_est3"
"1521","300.0","-4200.0","not-cervo","DSC00142_est3"
"1522","600.0","-4200.0","not-cervo","DSC00142_est3"
"1523","900.0","-4200.0","not-cervo","DSC00142_est3"
"1524","1800.0","-4200.0","not-cervo","DSC00142_est3"
"1525","2100.0","-4200.0","not-cervo","DSC00142_est3"
"1526","2400.0","-4200.0","not-cervo","DSC00142_est3"
"1527","2700.0","-4200.0","not-cervo","DSC00142_est3"
"1528","3000.0","-4200.0","not-cervo","DSC00142_est3"
"1529","3300.0","-4200.0","not-cervo","DSC00142_est3"
"1530","3600.0","-4200.0","not-cervo","DSC00142_est3"
"1531","3900.0","-4200.0","not-cervo","DSC00142_est3"
"1532","4200.0","-4200.0","not-cervo","DSC00142_est3"
"1533","4500.0","-4200.0","not-cervo","DSC00142_est3"
"1534","4800.0","-4200.0","not-cervo","DSC00142_est3"
"1535","5100.0","-4200.0","not-cervo","DSC00142_est3"
"1536","5400.0","-4200.0","not-cervo","DSC00142_est3"
"1537","5700.0","-4200.0","not-cervo","DSC00142_est3"
"1538","6000.0","-4200.0","not-cervo","DSC00142_est3"
"1539","6300.0","-4200.0","not-cervo","DSC00142_est3"
"1540","6600.0","-4200.0","not-cervo","DSC00142_est3"
"1541","6900.0","-4200.0","not-cervo","DSC00142_est3"
"1542","7200.0","-4200.0","not-cervo","DSC00142_est3"
"1543","0.0","-4500.0","not-cervo","DSC00142_est3"
"1544","300.0","-4500.0","not-cervo","DSC00142_est3"
"1545","600.0","-4500.0","not-cervo","DSC00142_est3"
"1546","1800.0","-4500.0","not-cervo","DSC00142_est3"
"1547","2100.0","-4500.0","not-cervo","DSC00142_est3"
"1548","2400.0","-4500.0","not-cervo","DSC00142_est3"
"1549","2700.0","-4500.0","not-cervo","DSC00142_est3"
"1550","3000.0","-4500.0","not-cervo","DSC00142_est3"
"1551","3300.0","-4500.0","not-cervo","DSC00142_est3"
"1552","3600.0","-4500.0","not-cervo","DSC00142_est3"
"1553","3900.0","-4500.0","not-cervo","DSC00142_est3"
"1554","4200.0","-4500.0","not-cervo","DSC00142_est3"
"1555","4500.0","-4500.0","not-cervo","DSC00142_est3"
"1556","4800.0","-4500.0","not-cervo","DSC00142_est3"
"1557","5100.0","-4500.0","not-cervo","DSC00142_est3"
"1558","5400.0","-4500.0","not-cervo","DSC00142_est3"
"1559","5700.0","-4500.0","not-cervo","DSC00142_est3"
"1560","6000.0","-4500.0","not-cervo","DSC00142_est3"
"1561","6300.0","-4500.0","not-cervo","DSC00142_est3"
"1562","6600.0","-4500.0","not-cervo","DSC00142_est3"
"1563","6900.0","-4500.0","not-cervo","DSC00142_est3"
"1564","7200.0","-4500.0","not-cervo","DSC00142_est3"
"1565","0.0","-4800.0","not-cervo","DSC00142_est3"
"1566","300.0","-4800.0","not-cervo","DSC00142_est3"
"1567","600.0","-4800.0","not-cervo","DSC00142_est3"
"1568","1800.0","-4800.0","not-cervo","DSC00142_est3"
"1569","2100.0","-4800.0","not-cervo","DSC00142_est3"
"1570","2400.0","-4800.0","not-cervo","DSC00142_est3"
"1571","2700.0","-4800.0","not-cervo","DSC00142_est3"
"1572","3000.0","-4800.0","not-cervo","DSC00142_est3"
"1573","3300.0","-4800.0","not-cervo","DSC00142_est3"
"1574","3600.0","-4800.0","not-cervo","DSC00142_est3"
"1575","3900.0","-4800.0","not-cervo","DSC00142_est3"
"1576","4200.0","-4800.0","not-cervo","DSC00142_est3"
"1577","4500.0","-4800.0","not-cervo","DSC00142_est3"
"1578","4800.0","-4800.0","not-cervo","DSC00142_est3"
"1579","5100.0","-4800.0","not-cervo","DSC00142_est3"
"1580","5400.0","-4800.0","not-cervo","DSC00142_est3"
"1581","5700.0","-4800.0","not-cervo","DSC00142_est3"
"1582","6000.0","-4800.0","not-cervo","DSC00142_est3"
"1583","6300.0","-4800.0","not-cervo","DSC00142_est3"
"1584","6600.0","-4800.0","not-cervo","DSC00142_est3"
"1585","772.296815679","-3799.50967111","cervo","DSC00143_est3"
"1586","1222.46295741","-3028.61124592","cervo","DSC00215_est3"
"1587","1449.13067395","-3170.08841127","cervo","DSC00215_est3"
"1588","0.0","0.0","not-cervo","DSC00215_est3"
"1589","300.0","0.0","not-cervo","DSC00215_est3"
"1590","600.0","0.0","not-cervo","DSC00215_est3"
"1591","900.0","0.0","not-cervo","DSC00215_est3"
"1592","1200.0","0.0","not-cervo","DSC00215_est3"
"1593","1500.0","0.0","not-cervo","DSC00215_est3"
"1594","1800.0","0.0","not-cervo","DSC00215_est3"
"1595","2100.0","0.0","not-cervo","DSC00215_est3"
"1596","2400.0","0.0","not-cervo","DSC00215_est3"
"1597","2700.0","0.0","not-cervo","DSC00215_est3"
"1598","3000.0","0.0","not-cervo","DSC00215_est3"
"1599","3300.0","0.0","not-cervo","DSC00215_est3"
"1600","3600.0","0.0","not-cervo","DSC00215_est3"
"1601","3900.0","0.0","not-cervo","DSC00215_est3"
"1602","4200.0","0.0","not-cervo","DSC00215_est3"
"1603","4500.0","0.0","not-cervo","DSC00215_est3"
"1604","4800.0","0.0","not-cervo","DSC00215_est3"
"1605","5100.0","0.0","not-cervo","DSC00215_est3"
"1606","5400.0","0.0","not-cervo","DSC00215_est3"
"1607","5700.0","0.0","not-cervo","DSC00215_est3"
"1608","6000.0","0.0","not-cervo","DSC00215_est3"
"1609","6300.0","0.0","not-cervo","DSC00215_est3"
"1610","6600.0","0.0","not-cervo","DSC00215_est3"
"1611","6900.0","0.0","not-cervo","DSC00215_est3"
"1612","7200.0","0.0","not-cervo","DSC00215_est3"
"1613","0.0","-300.0","not-cervo","DSC00215_est3"
"1614","300.0","-300.0","not-cervo","DSC00215_est3"
"1615","600.0","-300.0","not-cervo","DSC00215_est3"
"1616","900.0","-300.0","not-cervo","DSC00215_est3"
"1617","1200.0","-300.0","not-cervo","DSC00215_est3"
"1618","1500.0","-300.0","not-cervo","DSC00215_est3"
"1619","1800.0","-300.0","not-cervo","DSC00215_est3"
"1620","2100.0","-300.0","not-cervo","DSC00215_est3"
"1621","2400.0","-300.0","not-cervo","DSC00215_est3"
"1622","2700.0","-300.0","not-cervo","DSC00215_est3"
"1623","3000.0","-300.0","not-cervo","DSC00215_est3"
"1624","3300.0","-300.0","not-cervo","DSC00215_est3"
"1625","3600.0","-300.0","not-cervo","DSC00215_est3"
"1626","3900.0","-300.0","not-cervo","DSC00215_est3"
"1627","4200.0","-300.0","not-cervo","DSC00215_est3"
"1628","4500.0","-300.0","not-cervo","DSC00215_est3"
"1629","4800.0","-300.0","not-cervo","DSC00215_est3"
"1630","5100.0","-300.0","not-cervo","DSC00215_est3"
"1631","5400.0","-300.0","not-cervo","DSC00215_est3"
"1632","5700.0","-300.0","not-cervo","DSC00215_est3"
"1633","6000.0","-300.0","not-cervo","DSC00215_est3"
"1634","6300.0","-300.0","not-cervo","DSC00215_est3"
"1635","6600.0","-300.0","not-cervo","DSC00215_est3"
"1636","6900.0","-300.0","not-cervo","DSC00215_est3"
"1637","7200.0","-300.0","not-cervo","DSC00215_est3"
"1638","0.0","-600.0","not-cervo","DSC00215_est3"
"1639","300.0","-600.0","not-cervo","DSC00215_est3"
"1640","600.0","-600.0","not-cervo","DSC00215_est3"
"1641","900.0","-600.0","not-cervo","DSC00215_est3"
"1642","1200.0","-600.0","not-cervo","DSC00215_est3"
"1643","1500.0","-600.0","not-cervo","DSC00215_est3"
"1644","1800.0","-600.0","not-cervo","DSC00215_est3"
"1645","2100.0","-600.0","not-cervo","DSC00215_est3"
"1646","2400.0","-600.0","not-cervo","DSC00215_est3"
"1647","2700.0","-600.0","not-cervo","DSC00215_est3"
"1648","3000.0","-600.0","not-cervo","DSC00215_est3"
"1649","3300.0","-600.0","not-cervo","DSC00215_est3"
"1650","3600.0","-600.0","not-cervo","DSC00215_est3"
"1651","3900.0","-600.0","not-cervo","DSC00215_est3"
"1652","4200.0","-600.0","not-cervo","DSC00215_est3"
"1653","4500.0","-600.0","not-cervo","DSC00215_est3"
"1654","4800.0","-600.0","not-cervo","DSC00215_est3"
"1655","5100.0","-600.0","not-cervo","DSC00215_est3"
"1656","5400.0","-600.0","not-cervo","DSC00215_est3"
"1657","5700.0","-600.0","not-cervo","DSC00215_est3"
"1658","6000.0","-600.0","not-cervo","DSC00215_est3"
"1659","6300.0","-600.0","not-cervo","DSC00215_est3"
"1660","6600.0","-600.0","not-cervo","DSC00215_est3"
"1661","6900.0","-600.0","not-cervo","DSC00215_est3"
"1662","7200.0","-600.0","not-cervo","DSC00215_est3"
"1663","0.0","-900.0","not-cervo","DSC00215_est3"
"1664","300.0","-900.0","not-cervo","DSC00215_est3"
"1665","600.0","-900.0","not-cervo","DSC00215_est3"
"1666","900.0","-900.0","not-cervo","DSC00215_est3"
"1667","1200.0","-900.0","not-cervo","DSC00215_est3"
"1668","1500.0","-900.0","not-cervo","DSC00215_est3"
"1669","1800.0","-900.0","not-cervo","DSC00215_est3"
"1670","2100.0","-900.0","not-cervo","DSC00215_est3"
"1671","2400.0","-900.0","not-cervo","DSC00215_est3"
"1672","2700.0","-900.0","not-cervo","DSC00215_est3"
"1673","3000.0","-900.0","not-cervo","DSC00215_est3"
"1674","3300.0","-900.0","not-cervo","DSC00215_est3"
"1675","3600.0","-900.0","not-cervo","DSC00215_est3"
"1676","3900.0","-900.0","not-cervo","DSC00215_est3"
"1677","4200.0","-900.0","not-cervo","DSC00215_est3"
"1678","4500.0","-900.0","not-cervo","DSC00215_est3"
"1679","4800.0","-900.0","not-cervo","DSC00215_est3"
"1680","5100.0","-900.0","not-cervo","DSC00215_est3"
"1681","5400.0","-900.0","not-cervo","DSC00215_est3"
"1682","5700.0","-900.0","not-cervo","DSC00215_est3"
"1683","6000.0","-900.0","not-cervo","DSC00215_est3"
"1684","6300.0","-900.0","not-cervo","DSC00215_est3"
"1685","6600.0","-900.0","not-cervo","DSC00215_est3"
"1686","6900.0","-900.0","not-cervo","DSC00215_est3"
"1687","7200.0","-900.0","not-cervo","DSC00215_est3"
"1688","0.0","-1200.0","not-cervo","DSC00215_est3"
"1689","300.0","-1200.0","not-cervo","DSC00215_est3"
"1690","600.0","-1200.0","not-cervo","DSC00215_est3"
"1691","900.0","-1200.0","not-cervo","DSC00215_est3"
"1692","1200.0","-1200.0","not-cervo","DSC00215_est3"
"1693","1500.0","-1200.0","not-cervo","DSC00215_est3"
"1694","1800.0","-1200.0","not-cervo","DSC00215_est3"
"1695","2100.0","-1200.0","not-cervo","DSC00215_est3"
"1696","2400.0","-1200.0","not-cervo","DSC00215_est3"
"1697","2700.0","-1200.0","not-cervo","DSC00215_est3"
"1698","3000.0","-1200.0","not-cervo","DSC00215_est3"
"1699","3300.0","-1200.0","not-cervo","DSC00215_est3"
"1700","3600.0","-1200.0","not-cervo","DSC00215_est3"
"1701","3900.0","-1200.0","not-cervo","DSC00215_est3"
"1702","4200.0","-1200.0","not-cervo","DSC00215_est3"
"1703","4500.0","-1200.0","not-cervo","DSC00215_est3"
"1704","4800.0","-1200.0","not-cervo","DSC00215_est3"
"1705","5100.0","-1200.0","not-cervo","DSC00215_est3"
"1706","5400.0","-1200.0","not-cervo","DSC00215_est3"
"1707","5700.0","-1200.0","not-cervo","DSC00215_est3"
"1708","6000.0","-1200.0","not-cervo","DSC00215_est3"
"1709","6300.0","-1200.0","not-cervo","DSC00215_est3"
"1710","6600.0","-1200.0","not-cervo","DSC00215_est3"
"1711","6900.0","-1200.0","not-cervo","DSC00215_est3"
"1712","7200.0","-1200.0","not-cervo","DSC00215_est3"
"1713","0.0","-1500.0","not-cervo","DSC00215_est3"
"1714","300.0","-1500.0","not-cervo","DSC00215_est3"
"1715","600.0","-1500.0","not-cervo","DSC00215_est3"
"1716","900.0","-1500.0","not-cervo","DSC00215_est3"
"1717","1200.0","-1500.0","not-cervo","DSC00215_est3"
"1718","1500.0","-1500.0","not-cervo","DSC00215_est3"
"1719","1800.0","-1500.0","not-cervo","DSC00215_est3"
"1720","2100.0","-1500.0","not-cervo","DSC00215_est3"
"1721","2400.0","-1500.0","not-cervo","DSC00215_est3"
"1722","2700.0","-1500.0","not-cervo","DSC00215_est3"
"1723","3000.0","-1500.0","not-cervo","DSC00215_est3"
"1724","3300.0","-1500.0","not-cervo","DSC00215_est3"
"1725","3600.0","-1500.0","not-cervo","DSC00215_est3"
"1726","3900.0","-1500.0","not-cervo","DSC00215_est3"
"1727","4200.0","-1500.0","not-cervo","DSC00215_est3"
"1728","4500.0","-1500.0","not-cervo","DSC00215_est3"
"1729","4800.0","-1500.0","not-cervo","DSC00215_est3"
"1730","5100.0","-1500.0","not-cervo","DSC00215_est3"
"1731","5400.0","-1500.0","not-cervo","DSC00215_est3"
"1732","5700.0","-1500.0","not-cervo","DSC00215_est3"
"1733","6000.0","-1500.0","not-cervo","DSC00215_est3"
"1734","6300.0","-1500.0","not-cervo","DSC00215_est3"
"1735","6600.0","-1500.0","not-cervo","DSC00215_est3"
"1736","6900.0","-1500.0","not-cervo","DSC00215_est3"
"1737","7200.0","-1500.0","not-cervo","DSC00215_est3"
"1738","0.0","-1800.0","not-cervo","DSC00215_est3"
"1739","300.0","-1800.0","not-cervo","DSC00215_est3"
"1740","600.0","-1800.0","not-cervo","DSC00215_est3"
"1741","900.0","-1800.0","not-cervo","DSC00215_est3"
"1742","1200.0","-1800.0","not-cervo","DSC00215_est3"
"1743","1500.0","-1800.0","not-cervo","DSC00215_est3"
"1744","1800.0","-1800.0","not-cervo","DSC00215_est3"
"1745","2100.0","-1800.0","not-cervo","DSC00215_est3"
"1746","2400.0","-1800.0","not-cervo","DSC00215_est3"
"1747","2700.0","-1800.0","not-cervo","DSC00215_est3"
"1748","3000.0","-1800.0","not-cervo","DSC00215_est3"
"1749","3300.0","-1800.0","not-cervo","DSC00215_est3"
"1750","3600.0","-1800.0","not-cervo","DSC00215_est3"
"1751","3900.0","-1800.0","not-cervo","DSC00215_est3"
"1752","4200.0","-1800.0","not-cervo","DSC00215_est3"
"1753","4500.0","-1800.0","not-cervo","DSC00215_est3"
"1754","4800.0","-1800.0","not-cervo","DSC00215_est3"
"1755","5100.0","-1800.0","not-cervo","DSC00215_est3"
"1756","5400.0","-1800.0","not-cervo","DSC00215_est3"
"1757","5700.0","-1800.0","not-cervo","DSC00215_est3"
"1758","6000.0","-1800.0","not-cervo","DSC00215_est3"
"1759","6300.0","-1800.0","not-cervo","DSC00215_est3"
"1760","6600.0","-1800.0","not-cervo","DSC00215_est3"
"1761","6900.0","-1800.0","not-cervo","DSC00215_est3"
"1762","7200.0","-1800.0","not-cervo","DSC00215_est3"
"1763","0.0","-2100.0","not-cervo","DSC00215_est3"
"1764","300.0","-2100.0","not-cervo","DSC00215_est3"
"1765","1800.0","-2100.0","not-cervo","DSC00215_est3"
"1766","2100.0","-2100.0","not-cervo","DSC00215_est3"
"1767","2400.0","-2100.0","not-cervo","DSC00215_est3"
"1768","2700.0","-2100.0","not-cervo","DSC00215_est3"
"1769","3000.0","-2100.0","not-cervo","DSC00215_est3"
"1770","3300.0","-2100.0","not-cervo","DSC00215_est3"
"1771","3600.0","-2100.0","not-cervo","DSC00215_est3"
"1772","3900.0","-2100.0","not-cervo","DSC00215_est3"
"1773","4200.0","-2100.0","not-cervo","DSC00215_est3"
"1774","4500.0","-2100.0","not-cervo","DSC00215_est3"
"1775","4800.0","-2100.0","not-cervo","DSC00215_est3"
"1776","5100.0","-2100.0","not-cervo","DSC00215_est3"
"1777","5400.0","-2100.0","not-cervo","DSC00215_est3"
"1778","5700.0","-2100.0","not-cervo","DSC00215_est3"
"1779","6000.0","-2100.0","not-cervo","DSC00215_est3"
"1780","6300.0","-2100.0","not-cervo","DSC00215_est3"
"1781","6600.0","-2100.0","not-cervo","DSC00215_est3"
"1782","6900.0","-2100.0","not-cervo","DSC00215_est3"
"1783","7200.0","-2100.0","not-cervo","DSC00215_est3"
"1784","0.0","-2400.0","not-cervo","DSC00215_est3"
"1785","2400.0","-2400.0","not-cervo","DSC00215_est3"
"1786","2700.0","-2400.0","not-cervo","DSC00215_est3"
"1787","3000.0","-2400.0","not-cervo","DSC00215_est3"
"1788","3300.0","-2400.0","not-cervo","DSC00215_est3"
"1789","3600.0","-2400.0","not-cervo","DSC00215_est3"
"1790","3900.0","-2400.0","not-cervo","DSC00215_est3"
"1791","4200.0","-2400.0","not-cervo","DSC00215_est3"
"1792","4500.0","-2400.0","not-cervo","DSC00215_est3"
"1793","4800.0","-2400.0","not-cervo","DSC00215_est3"
"1794","5100.0","-2400.0","not-cervo","DSC00215_est3"
"1795","5400.0","-2400.0","not-cervo","DSC00215_est3"
"1796","5700.0","-2400.0","not-cervo","DSC00215_est3"
"1797","6000.0","-2400.0","not-cervo","DSC00215_est3"
"1798","6300.0","-2400.0","not-cervo","DSC00215_est3"
"1799","6600.0","-2400.0","not-cervo","DSC00215_est3"
"1800","6900.0","-2400.0","not-cervo","DSC00215_est3"
"1801","7200.0","-2400.0","not-cervo","DSC00215_est3"
"1802","0.0","-2700.0","not-cervo","DSC00215_est3"
"1803","2400.0","-2700.0","not-cervo","DSC00215_est3"
"1804","2700.0","-2700.0","not-cervo","DSC00215_est3"
"1805","3000.0","-2700.0","not-cervo","DSC00215_est3"
"1806","3300.0","-2700.0","not-cervo","DSC00215_est3"
"1807","3600.0","-2700.0","not-cervo","DSC00215_est3"
"1808","3900.0","-2700.0","not-cervo","DSC00215_est3"
"1809","4200.0","-2700.0","not-cervo","DSC00215_est3"
"1810","4500.0","-2700.0","not-cervo","DSC00215_est3"
"1811","4800.0","-2700.0","not-cervo","DSC00215_est3"
"1812","5100.0","-2700.0","not-cervo","DSC00215_est3"
"1813","5400.0","-2700.0","not-cervo","DSC00215_est3"
"1814","5700.0","-2700.0","not-cervo","DSC00215_est3"
"1815","6000.0","-2700.0","not-cervo","DSC00215_est3"
"1816","6300.0","-2700.0","not-cervo","DSC00215_est3"
"1817","6600.0","-2700.0","not-cervo","DSC00215_est3"
"1818","6900.0","-2700.0","not-cervo","DSC00215_est3"
"1819","7200.0","-2700.0","not-cervo","DSC00215_est3"
"1820","0.0","-3000.0","not-cervo","DSC00215_est3"
"1821","2400.0","-3000.0","not-cervo","DSC00215_est3"
"1822","2700.0","-3000.0","not-cervo","DSC00215_est3"
"1823","3000.0","-3000.0","not-cervo","DSC00215_est3"
"1824","3300.0","-3000.0","not-cervo","DSC00215_est3"
"1825","3600.0","-3000.0","not-cervo","DSC00215_est3"
"1826","3900.0","-3000.0","not-cervo","DSC00215_est3"
"1827","4200.0","-3000.0","not-cervo","DSC00215_est3"
"1828","4500.0","-3000.0","not-cervo","DSC00215_est3"
"1829","4800.0","-3000.0","not-cervo","DSC00215_est3"
"1830","5100.0","-3000.0","not-cervo","DSC00215_est3"
"1831","5400.0","-3000.0","not-cervo","DSC00215_est3"
"1832","5700.0","-3000.0","not-cervo","DSC00215_est3"
"1833","6000.0","-3000.0","not-cervo","DSC00215_est3"
"1834","6300.0","-3000.0","not-cervo","DSC00215_est3"
"1835","6600.0","-3000.0","not-cervo","DSC00215_est3"
"1836","6900.0","-3000.0","not-cervo","DSC00215_est3"
"1837","7200.0","-3000.0","not-cervo","DSC00215_est3"
"1838","0.0","-3300.0","not-cervo","DSC00215_est3"
"1839","300.0","-3300.0","not-cervo","DSC00215_est3"
"1840","2400.0","-3300.0","not-cervo","DSC00215_est3"
"1841","2700.0","-3300.0","not-cervo","DSC00215_est3"
"1842","3000.0","-3300.0","not-cervo","DSC00215_est3"
"1843","3300.0","-3300.0","not-cervo","DSC00215_est3"
"1844","3600.0","-3300.0","not-cervo","DSC00215_est3"
"1845","3900.0","-3300.0","not-cervo","DSC00215_est3"
"1846","4200.0","-3300.0","not-cervo","DSC00215_est3"
"1847","4500.0","-3300.0","not-cervo","DSC00215_est3"
"1848","4800.0","-3300.0","not-cervo","DSC00215_est3"
"1849","5100.0","-3300.0","not-cervo","DSC00215_est3"
"1850","5400.0","-3300.0","not-cervo","DSC00215_est3"
"1851","5700.0","-3300.0","not-cervo","DSC00215_est3"
"1852","6000.0","-3300.0","not-cervo","DSC00215_est3"
"1853","6300.0","-3300.0","not-cervo","DSC00215_est3"
"1854","6600.0","-3300.0","not-cervo","DSC00215_est3"
"1855","6900.0","-3300.0","not-cervo","DSC00215_est3"
"1856","7200.0","-3300.0","not-cervo","DSC00215_est3"
"1857","0.0","-3600.0","not-cervo","DSC00215_est3"
"1858","300.0","-3600.0","not-cervo","DSC00215_est3"
"1859","600.0","-3600.0","not-cervo","DSC00215_est3"
"1860","2100.0","-3600.0","not-cervo","DSC00215_est3"
"1861","2400.0","-3600.0","not-cervo","DSC00215_est3"
"1862","2700.0","-3600.0","not-cervo","DSC00215_est3"
"1863","3000.0","-3600.0","not-cervo","DSC00215_est3"
"1864","3300.0","-3600.0","not-cervo","DSC00215_est3"
"1865","3600.0","-3600.0","not-cervo","DSC00215_est3"
"1866","3900.0","-3600.0","not-cervo","DSC00215_est3"
"1867","4200.0","-3600.0","not-cervo","DSC00215_est3"
"1868","4500.0","-3600.0","not-cervo","DSC00215_est3"
"1869","4800.0","-3600.0","not-cervo","DSC00215_est3"
"1870","5100.0","-3600.0","not-cervo","DSC00215_est3"
"1871","5400.0","-3600.0","not-cervo","DSC00215_est3"
"1872","5700.0","-3600.0","not-cervo","DSC00215_est3"
"1873","6000.0","-3600.0","not-cervo","DSC00215_est3"
"1874","6300.0","-3600.0","not-cervo","DSC00215_est3"
"1875","6600.0","-3600.0","not-cervo","DSC00215_est3"
"1876","6900.0","-3600.0","not-cervo","DSC00215_est3"
"1877","7200.0","-3600.0","not-cervo","DSC00215_est3"
"1878","0.0","-3900.0","not-cervo","DSC00215_est3"
"1879","300.0","-3900.0","not-cervo","DSC00215_est3"
"1880","600.0","-3900.0","not-cervo","DSC00215_est3"
"1881","1800.0","-3900.0","not-cervo","DSC00215_est3"
"1882","2100.0","-3900.0","not-cervo","DSC00215_est3"
"1883","2400.0","-3900.0","not-cervo","DSC00215_est3"
"1884","2700.0","-3900.0","not-cervo","DSC00215_est3"
"1885","3000.0","-3900.0","not-cervo","DSC00215_est3"
"1886","3300.0","-3900.0","not-cervo","DSC00215_est3"
"1887","3600.0","-3900.0","not-cervo","DSC00215_est3"
"1888","3900.0","-3900.0","not-cervo","DSC00215_est3"
"1889","4200.0","-3900.0","not-cervo","DSC00215_est3"
"1890","4500.0","-3900.0","not-cervo","DSC00215_est3"
"1891","4800.0","-3900.0","not-cervo","DSC00215_est3"
"1892","5100.0","-3900.0","not-cervo","DSC00215_est3"
"1893","5400.0","-3900.0","not-cervo","DSC00215_est3"
"1894","5700.0","-3900.0","not-cervo","DSC00215_est3"
"1895","6000.0","-3900.0","not-cervo","DSC00215_est3"
"1896","6300.0","-3900.0","not-cervo","DSC00215_est3"
"1897","6600.0","-3900.0","not-cervo","DSC00215_est3"
"1898","6900.0","-3900.0","not-cervo","DSC00215_est3"
"1899","7200.0","-3900.0","not-cervo","DSC00215_est3"
"1900","0.0","-4200.0","not-cervo","DSC00215_est3"
"1901","300.0","-4200.0","not-cervo","DSC00215_est3"
"1902","600.0","-4200.0","not-cervo","DSC00215_est3"
"1903","1200.0","-4200.0","not-cervo","DSC00215_est3"
"1904","1500.0","-4200.0","not-cervo","DSC00215_est3"
"1905","1800.0","-4200.0","not-cervo","DSC00215_est3"
"1906","2100.0","-4200.0","not-cervo","DSC00215_est3"
"1907","2400.0","-4200.0","not-cervo","DSC00215_est3"
"1908","2700.0","-4200.0","not-cervo","DSC00215_est3"
"1909","3000.0","-4200.0","not-cervo","DSC00215_est3"
"1910","3300.0","-4200.0","not-cervo","DSC00215_est3"
"1911","3600.0","-4200.0","not-cervo","DSC00215_est3"
"1912","3900.0","-4200.0","not-cervo","DSC00215_est3"
"1913","4200.0","-4200.0","not-cervo","DSC00215_est3"
"1914","4500.0","-4200.0","not-cervo","DSC00215_est3"
"1915","4800.0","-4200.0","not-cervo","DSC00215_est3"
"1916","5100.0","-4200.0","not-cervo","DSC00215_est3"
"1917","5400.0","-4200.0","not-cervo","DSC00215_est3"
"1918","5700.0","-4200.0","not-cervo","DSC00215_est3"
"1919","6000.0","-4200.0","not-cervo","DSC00215_est3"
"1920","6300.0","-4200.0","not-cervo","DSC00215_est3"
"1921","6600.0","-4200.0","not-cervo","DSC00215_est3"
"1922","6900.0","-4200.0","not-cervo","DSC00215_est3"
"1923","7200.0","-4200.0","not-cervo","DSC00215_est3"
"1924","0.0","-4500.0","not-cervo","DSC00215_est3"
"1925","300.0","-4500.0","not-cervo","DSC00215_est3"
"1926","600.0","-4500.0","not-cervo","DSC00215_est3"
"1927","900.0","-4500.0","not-cervo","DSC00215_est3"
"1928","1200.0","-4500.0","not-cervo","DSC00215_est3"
"1929","1500.0","-4500.0","not-cervo","DSC00215_est3"
"1930","1800.0","-4500.0","not-cervo","DSC00215_est3"
"1931","2100.0","-4500.0","not-cervo","DSC00215_est3"
"1932","2400.0","-4500.0","not-cervo","DSC00215_est3"
"1933","2700.0","-4500.0","not-cervo","DSC00215_est3"
"1934","3000.0","-4500.0","not-cervo","DSC00215_est3"
"1935","3300.0","-4500.0","not-cervo","DSC00215_est3"
"1936","3600.0","-4500.0","not-cervo","DSC00215_est3"
"1937","3900.0","-4500.0","not-cervo","DSC00215_est3"
"1938","4200.0","-4500.0","not-cervo","DSC00215_est3"
"1939","4500.0","-4500.0","not-cervo","DSC00215_est3"
"1940","4800.0","-4500.0","not-cervo","DSC00215_est3"
"1941","5100.0","-4500.0","not-cervo","DSC00215_est3"
"1942","5400.0","-4500.0","not-cervo","DSC00215_est3"
"1943","5700.0","-4500.0","not-cervo","DSC00215_est3"
"1944","6000.0","-4500.0","not-cervo","DSC00215_est3"
"1945","6300.0","-4500.0","not-cervo","DSC00215_est3"
"1946","6600.0","-4500.0","not-cervo","DSC00215_est3"
"1947","6900.0","-4500.0","not-cervo","DSC00215_est3"
"1948","7200.0","-4500.0","not-cervo","DSC00215_est3"
"1949","0.0","-4800.0","not-cervo","DSC00215_est3"
"1950","300.0","-4800.0","not-cervo","DSC00215_est3"
"1951","600.0","-4800.0","not-cervo","DSC00215_est3"
"1952","900.0","-4800.0","not-cervo","DSC00215_est3"
"1953","1200.0","-4800.0","not-cervo","DSC00215_est3"
"1954","1500.0","-4800.0","not-cervo","DSC00215_est3"
"1955","1800.0","-4800.0","not-cervo","DSC00215_est3"
"1956","2100.0","-4800.0","not-cervo","DSC00215_est3"
"1957","2400.0","-4800.0","not-cervo","DSC00215_est3"
"1958","2700.0","-4800.0","not-cervo","DSC00215_est3"
"1959","3000.0","-4800.0","not-cervo","DSC00215_est3"
"1960","3300.0","-4800.0","not-cervo","DSC00215_est3"
"1961","3600.0","-4800.0","not-cervo","DSC00215_est3"
"1962","3900.0","-4800.0","not-cervo","DSC00215_est3"
"1963","4200.0","-4800.0","not-cervo","DSC00215_est3"
"1964","4500.0","-4800.0","not-cervo","DSC00215_est3"
"1965","4800.0","-4800.0","not-cervo","DSC00215_est3"
"1966","5100.0","-4800.0","not-cervo","DSC00215_est3"
"1967","5400.0","-4800.0","not-cervo","DSC00215_est3"
"1968","5700.0","-4800.0","not-cervo","DSC00215_est3"
"1969","6000.0","-4800.0","not-cervo","DSC00215_est3"
